,bpc,allocation,read_bounds,confmat,bw,ber,cer
693,2,"((0, 7), (36, 43), (55, 58), (63, 63))","[0, 13, 45, 57, 64]","[[3010    0    0    5]
 [   0 3034    0    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",14593865.94083526,0.0004921663522270527,0.0009843327044540828
757,2,"((0, 7), (40, 45), (55, 58), (63, 63))","[0, 16, 46, 57, 64]","[[3010    0    0    5]
 [   0 3034    0    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",13925003.655302405,0.0004921663522270527,0.0009843327044540828
751,2,"((0, 7), (40, 45), (52, 55), (63, 63))","[0, 16, 44, 56, 64]","[[3010    0    0    5]
 [   0 3030    4    0]
 [   0    2 3069    0]
 [   0    0    1 3070]]",13485108.165719837,0.0004921663522270527,0.0009843327044540828
709,2,"((0, 7), (37, 43), (52, 55), (63, 63))","[0, 14, 43, 56, 64]","[[3010    0    0    5]
 [   1 3029    4    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",13370243.075622234,0.0004921663522270527,0.0009843327044540828
739,2,"((0, 7), (39, 43), (55, 58), (63, 63))","[0, 16, 45, 57, 64]","[[3010    0    0    5]
 [   0 3034    0    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",12065361.403226856,0.0004921663522270527,0.0009843327044540828
646,2,"((0, 7), (35, 42), (53, 56), (63, 63))","[0, 12, 43, 56, 64]","[[3009    1    0    5]
 [   3 3029    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",11701700.977776006,0.0004921663522270527,0.0009843327044540828
624,2,"((0, 7), (35, 39), (53, 56), (63, 63))","[0, 12, 44, 56, 64]","[[3009    1    0    5]
 [   3 3029    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",10534881.693010634,0.0004921663522270527,0.0009843327044540828
29,1,"((0, 8), (61, 63))","[0, 31, 64]","[[3014    3]
 [   0 3071]]",19501775.067944054,0.0004927726675427069,0.0004927726675426625
30,1,"((0, 8), (62, 63))","[0, 32, 64]","[[3014    3]
 [   0 3071]]",17967515.19978748,0.0004927726675427069,0.0004927726675426625
31,1,"((0, 8), (63, 63))","[0, 33, 64]","[[3014    3]
 [   0 3071]]",7705281.118556273,0.0004927726675427069,0.0004927726675426625
3372,2,"((0, 20), (42, 47), (54, 58), (63, 63))","[0, 22, 47, 57, 64]","[[3030    0    0    0]
 [   0 3034    0    0]
 [   0    6 3028    0]
 [   0    0    6 3065]]",24521442.526390087,0.0004930561262223683,0.0009861122524447152
2244,2,"((0, 12), (35, 42), (52, 58), (62, 63))","[0, 13, 43, 56, 64]","[[3028    0    0    0]
 [   4 3028    2    0]
 [   0    2 3029    3]
 [   0    0    1 3070]]",40264411.57001875,0.0004931371743239912,0.000986274348647953
2307,2,"((0, 12), (39, 43), (52, 58), (62, 63))","[0, 17, 44, 56, 64]","[[3028    0    0    0]
 [   0 3033    1    0]
 [   0    7 3024    3]
 [   0    0    1 3070]]",40058715.3313023,0.0004931371743239912,0.000986274348647953
2202,2,"((0, 12), (33, 45), (53, 57), (62, 63))","[0, 12, 44, 56, 64]","[[3023    5    0    0]
 [   5 3029    0    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",39337359.466717415,0.0004931371743239912,0.000986274348647953
2272,2,"((0, 12), (36, 43), (52, 56), (62, 63))","[0, 14, 43, 56, 64]","[[3028    0    0    0]
 [   0 3033    1    0]
 [   0    2 3024    8]
 [   0    0    1 3070]]",37281546.421414696,0.0004931371743239912,0.000986274348647953
2315,2,"((0, 12), (39, 45), (53, 57), (62, 63))","[0, 13, 45, 56, 64]","[[3028    0    0    0]
 [   5 3027    1    1]
 [   0    3 3031    0]
 [   0    0    1 3070]]",36919086.52506354,0.0004931371743239912,0.000904084819594031
2443,2,"((0, 12), (35, 41), (52, 58), (63, 63))","[0, 14, 42, 57, 64]","[[3028    0    0    0]
 [   3 3030    0    1]
 [   0    1 3033    0]
 [   0    0    6 3065]]",29846204.549676128,0.0004931371743239912,0.000904084819594031
2702,2,"((0, 14), (36, 42), (53, 57), (62, 63))","[0, 13, 43, 56, 64]","[[3024    2    0    2]
 [   6 3028    0    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",29173450.947595462,0.0004931371743239912,0.000986274348647953
2389,2,"((0, 12), (33, 45), (53, 57), (63, 63))","[0, 12, 44, 56, 64]","[[3023    5    0    0]
 [   5 3029    0    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",29075125.385486208,0.0004931371743239912,0.000986274348647953
2585,2,"((0, 12), (42, 47), (54, 58), (63, 63))","[0, 19, 47, 57, 64]","[[3028    0    0    0]
 [   0 3034    0    0]
 [   0    6 3028    0]
 [   0    0    6 3065]]",28919350.412007675,0.0004931371743239912,0.000986274348647953
2680,2,"((0, 14), (35, 42), (53, 57), (62, 63))","[0, 14, 43, 56, 64]","[[3025    1    0    2]
 [   5 3027    2    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",28297305.358884715,0.0004931371743239912,0.000986274348647953
2553,2,"((0, 12), (39, 45), (53, 57), (63, 63))","[0, 13, 45, 56, 64]","[[3028    0    0    0]
 [   5 3027    1    1]
 [   0    3 3031    0]
 [   0    0    1 3070]]",26656852.44383233,0.0004931371743239912,0.000904084819594031
2457,2,"((0, 12), (35, 42), (54, 58), (63, 63))","[0, 13, 44, 57, 64]","[[3028    0    0    0]
 [   4 3029    1    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",26085083.575889975,0.0004931371743239912,0.000986274348647953
2446,2,"((0, 12), (35, 41), (54, 58), (63, 63))","[0, 14, 44, 57, 64]","[[3028    0    0    0]
 [   3 3030    0    1]
 [   0    1 3033    0]
 [   0    0    6 3065]]",25929110.636778552,0.0004931371743239912,0.000904084819594031
2435,2,"((0, 12), (35, 39), (54, 58), (63, 63))","[0, 13, 45, 57, 64]","[[3028    0    0    0]
 [   4 3029    1    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",24918264.291124605,0.0004931371743239912,0.000986274348647953
2924,2,"((0, 14), (38, 46), (54, 58), (63, 63))","[0, 15, 46, 57, 64]","[[3026    0    0    2]
 [   2 3031    1    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",22108999.00567381,0.0004931371743239912,0.000986274348647953
2909,2,"((0, 14), (37, 43), (54, 58), (63, 63))","[0, 15, 45, 57, 64]","[[3026    0    0    2]
 [   3 3031    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",19672419.481146008,0.0004931371743239912,0.000986274348647953
2957,2,"((0, 14), (41, 46), (54, 58), (63, 63))","[0, 18, 46, 57, 64]","[[3026    0    0    2]
 [   2 3031    1    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",19153027.213736985,0.0004931371743239912,0.000986274348647953
2876,2,"((0, 14), (36, 42), (53, 57), (63, 63))","[0, 13, 43, 56, 64]","[[3024    2    0    2]
 [   6 3028    0    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",18911216.866364256,0.0004931371743239912,0.000986274348647953
2842,2,"((0, 14), (35, 42), (53, 57), (63, 63))","[0, 14, 43, 56, 64]","[[3025    1    0    2]
 [   5 3027    2    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",18035071.277653508,0.0004931371743239912,0.000986274348647953
1751,2,"((0, 10), (39, 43), (52, 58), (62, 63))","[0, 16, 44, 56, 64]","[[3027    0    0    0]
 [   0 3033    1    0]
 [   0    7 3024    3]
 [   0    0    1 3070]]",34921120.45547189,0.0004931777083675817,0.0009863554167351962
1613,2,"((0, 10), (32, 38), (52, 58), (62, 63))","[0, 9, 41, 56, 64]","[[3024    3    0    0]
 [   3 3030    0    1]
 [   0    0 3031    3]
 [   0    0    1 3070]]",34635907.758174814,0.0004931777083675817,0.000904159132007254
1696,2,"((0, 10), (36, 40), (52, 58), (62, 63))","[0, 13, 43, 56, 64]","[[3027    0    0    0]
 [   1 3028    5    0]
 [   0    2 3029    3]
 [   0    0    1 3070]]",34012610.51374366,0.0004931777083675817,0.0009863554167351962
1716,2,"((0, 10), (36, 43), (52, 56), (62, 63))","[0, 13, 43, 56, 64]","[[3027    0    0    0]
 [   0 3033    1    0]
 [   0    2 3024    8]
 [   0    0    1 3070]]",32143951.54558428,0.0004931777083675817,0.0009863554167351962
1759,2,"((0, 10), (39, 45), (53, 57), (62, 63))","[0, 12, 45, 56, 64]","[[3027    0    0    0]
 [   5 3027    1    1]
 [   0    3 3031    0]
 [   0    0    1 3070]]",31781491.649233125,0.0004931777083675817,0.000904159132007254
1705,2,"((0, 10), (36, 41), (53, 57), (62, 63))","[0, 11, 43, 56, 64]","[[3027    0    0    0]
 [   8 3025    0    1]
 [   0    1 3033    0]
 [   0    0    1 3070]]",30287889.272768307,0.0004931777083675817,0.000904159132007254
1575,2,"((0, 10), (31, 36), (53, 57), (62, 63))","[0, 10, 41, 56, 64]","[[3027    0    0    0]
 [   8 3025    0    1]
 [   0    1 3033    0]
 [   0    0    1 3070]]",29902771.5229794,0.0004931777083675817,0.000904159132007254
1833,2,"((0, 10), (31, 41), (52, 58), (63, 63))","[0, 10, 42, 57, 64]","[[3027    0    0    0]
 [   3 3029    2    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",27885609.093913928,0.0004931777083675817,0.0009863554167351962
2027,2,"((0, 10), (37, 42), (52, 58), (63, 63))","[0, 14, 43, 57, 64]","[[3027    0    0    0]
 [   3 3030    1    0]
 [   0    2 3032    0]
 [   0    0    6 3065]]",25352406.420253836,0.0004931777083675817,0.0009863554167351962
1821,2,"((0, 10), (31, 38), (52, 58), (63, 63))","[0, 9, 41, 57, 64]","[[3024    3    0    0]
 [   3 3031    0    0]
 [   0    0 3034    0]
 [   0    0    6 3065]]",24885369.806306437,0.0004931777083675817,0.0009863554167351962
1960,2,"((0, 10), (35, 41), (52, 58), (63, 63))","[0, 13, 42, 57, 64]","[[3027    0    0    0]
 [   3 3030    0    1]
 [   0    1 3033    0]
 [   0    0    6 3065]]",24708609.673845716,0.0004931777083675817,0.000904159132007254
1916,2,"((0, 10), (34, 39), (52, 58), (63, 63))","[0, 11, 42, 57, 64]","[[3027    0    0    0]
 [   4 3029    1    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",24567743.05746068,0.0004931777083675817,0.0009863554167351962
1876,2,"((0, 10), (32, 42), (54, 58), (63, 63))","[0, 10, 44, 57, 64]","[[3027    0    0    0]
 [   5 3029    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",24201696.31392771,0.0004931777083675817,0.0009863554167351962
2102,2,"((0, 10), (42, 47), (54, 58), (63, 63))","[0, 18, 47, 57, 64]","[[3027    0    0    0]
 [   0 3034    0    0]
 [   0    6 3028    0]
 [   0    0    6 3065]]",23781755.536177263,0.0004931777083675817,0.0009863554167351962
1481,2,"((0, 10), (31, 41), (51, 54), (60, 63))","[0, 10, 41, 53, 64]","[[3027    0    0    0]
 [   3 3029    2    0]
 [   0    2 3068    1]
 [   0    1    2 3031]]",21937384.279470652,0.0004931777083675817,0.000904159132007254
2070,2,"((0, 10), (39, 45), (53, 57), (63, 63))","[0, 12, 45, 56, 64]","[[3027    0    0    0]
 [   5 3027    1    1]
 [   0    3 3031    0]
 [   0    0    1 3070]]",21519257.56800192,0.0004931777083675817,0.000904159132007254
1963,2,"((0, 10), (35, 41), (54, 58), (63, 63))","[0, 13, 44, 57, 64]","[[3027    0    0    0]
 [   3 3030    0    1]
 [   0    1 3033    0]
 [   0    0    6 3065]]",20791515.76094814,0.0004931777083675817,0.000904159132007254
1996,2,"((0, 10), (36, 41), (53, 57), (63, 63))","[0, 11, 43, 56, 64]","[[3027    0    0    0]
 [   8 3025    0    1]
 [   0    1 3033    0]
 [   0    0    1 3070]]",20025655.1915371,0.0004931777083675817,0.000904159132007254
1986,2,"((0, 10), (36, 40), (54, 58), (63, 63))","[0, 13, 45, 57, 64]","[[3027    0    0    0]
 [   1 3029    4    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",19833282.51961488,0.0004931777083675817,0.0009863554167351962
1808,2,"((0, 10), (31, 36), (53, 57), (63, 63))","[0, 10, 41, 56, 64]","[[3027    0    0    0]
 [   8 3025    0    1]
 [   0    1 3033    0]
 [   0    0    1 3070]]",19640537.44174819,0.0004931777083675817,0.000904159132007254
1900,2,"((0, 10), (33, 37), (54, 58), (63, 63))","[0, 10, 43, 57, 64]","[[3027    0    0    0]
 [   5 3029    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",19385339.865763992,0.0004931777083675817,0.0009863554167351962
1480,2,"((0, 10), (31, 38), (51, 54), (60, 63))","[0, 9, 40, 53, 64]","[[3024    3    0    0]
 [   3 3031    0    0]
 [   0    1 3069    1]
 [   0    1    2 3031]]",18937144.99186316,0.0004931777083675817,0.000904159132007254
1488,2,"((0, 10), (34, 39), (51, 54), (60, 63))","[0, 11, 41, 53, 64]","[[3027    0    0    0]
 [   4 3029    1    0]
 [   0    2 3068    1]
 [   0    1    2 3031]]",18619518.243017405,0.0004931777083675817,0.000904159132007254
1601,2,"((0, 10), (31, 43), (53, 57), (62, 63))","[0, 9, 44, 56, 64]","[[3024    3    0    0]
 [   3 3026    4    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",33195975.96644574,0.0004932182490752158,0.0009864364981504448
3224,2,"((0, 16), (42, 47), (54, 58), (63, 63))","[0, 20, 47, 57, 64]","[[3026    0    0    0]
 [   0 3034    0    0]
 [   0    6 3028    0]
 [   0    0    6 3065]]",26632593.82849586,0.0004932182490752158,0.0009864364981504448
1845,2,"((0, 10), (31, 43), (53, 57), (63, 63))","[0, 9, 44, 56, 64]","[[3024    3    0    0]
 [   3 3026    4    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",22933741.885214534,0.0004932182490752158,0.0009864364981504448
1064,2,"((0, 8), (37, 42), (52, 58), (62, 63))","[0, 13, 43, 56, 64]","[[3014    0    0    3]
 [   2 3031    1    0]
 [   0    2 3029    3]
 [   0    0    1 3070]]",29320344.745647162,0.0004935834155972359,0.000987166831194486
1020,2,"((0, 8), (35, 41), (52, 58), (62, 63))","[0, 12, 42, 56, 64]","[[3014    0    0    3]
 [   2 3031    0    1]
 [   0    1 3030    3]
 [   0    0    1 3070]]",28676547.99923904,0.0004935834155972359,0.0009049029285949084
952,2,"((0, 8), (32, 38), (52, 58), (62, 63))","[0, 9, 41, 56, 64]","[[3014    0    0    3]
 [   3 3030    0    1]
 [   0    0 3031    3]
 [   0    0    1 3070]]",28341612.002336934,0.0004935834155972359,0.0009049029285949084
961,2,"((0, 8), (32, 42), (53, 57), (62, 63))","[0, 10, 43, 56, 64]","[[3014    0    0    3]
 [   5 3027    2    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",28071367.359090026,0.0004935834155972359,0.000987166831194486
977,2,"((0, 8), (33, 37), (52, 58), (62, 63))","[0, 10, 41, 56, 64]","[[3014    0    0    3]
 [   5 3029    0    0]
 [   0    0 3031    3]
 [   0    0    1 3070]]",27270372.10405489,0.0004935834155972359,0.000987166831194486
1373,2,"((0, 8), (36, 43), (52, 58), (63, 63))","[0, 13, 43, 57, 64]","[[3014    0    0    3]
 [   0 3033    1    0]
 [   0    2 3032    0]
 [   0    0    6 3065]]",20893095.1560112,0.0004935834155972359,0.000987166831194486
1164,2,"((0, 8), (31, 38), (52, 58), (63, 63))","[0, 9, 41, 57, 64]","[[3014    0    0    3]
 [   3 3031    0    0]
 [   0    0 3034    0]
 [   0    0    6 3065]]",18591074.050468553,0.0004935834155972359,0.000987166831194486
1233,2,"((0, 8), (32, 42), (53, 57), (63, 63))","[0, 10, 43, 56, 64]","[[3014    0    0    3]
 [   5 3027    2    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",17809133.27785882,0.0004935834155972359,0.000987166831194486
1450,2,"((0, 8), (41, 46), (54, 58), (63, 63))","[0, 16, 46, 57, 64]","[[3014    0    0    3]
 [   1 3032    1    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",15672881.60007415,0.0004935834155972359,0.000987166831194486
1366,2,"((0, 8), (36, 42), (54, 58), (63, 63))","[0, 11, 44, 57, 64]","[[3014    0    0    3]
 [   2 3032    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",15529338.53293243,0.0004935834155972359,0.000987166831194486
1388,2,"((0, 8), (37, 42), (54, 58), (63, 63))","[0, 13, 45, 57, 64]","[[3014    0    0    3]
 [   2 3032    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",15141016.751518376,0.0004935834155972359,0.000987166831194486
799,2,"((0, 8), (31, 38), (51, 54), (60, 63))","[0, 9, 40, 53, 64]","[[3014    0    0    3]
 [   3 3031    0    0]
 [   0    1 3069    1]
 [   0    1    2 3031]]",12642849.236025278,0.0004935834155972359,0.0009049029285949084
929,2,"((0, 8), (31, 43), (53, 57), (62, 63))","[0, 9, 44, 56, 64]","[[3014    0    0    3]
 [   3 3026    4    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",26901680.210607857,0.0004936240230357877,0.0009872480460715316
1188,2,"((0, 8), (31, 43), (53, 57), (63, 63))","[0, 9, 44, 56, 64]","[[3014    0    0    3]
 [   3 3026    4    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",16639446.12937665,0.0004936240230357877,0.0009872480460715316
391,2,"((0, 7), (36, 43), (52, 58), (62, 63))","[0, 13, 43, 56, 64]","[[3010    0    0    5]
 [   0 3033    1    0]
 [   0    2 3029    3]
 [   0    0    1 3070]]",30461572.36731992,0.0004936646371564917,0.000987329274312998
320,2,"((0, 7), (33, 45), (53, 57), (62, 63))","[0, 11, 44, 56, 64]","[[3008    2    0    5]
 [   3 3031    0    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",27211711.96512663,0.0004936646371564917,0.000987329274312998
357,2,"((0, 7), (35, 41), (53, 57), (62, 63))","[0, 13, 43, 56, 64]","[[3010    0    0    5]
 [   3 3030    0    1]
 [   0    1 3033    0]
 [   0    0    1 3070]]",23967429.936187968,0.0004936646371564917,0.0009050518347869518
372,2,"((0, 7), (36, 40), (53, 57), (62, 63))","[0, 13, 44, 56, 64]","[[3010    0    0    5]
 [   1 3029    4    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",23009196.694854703,0.0004936646371564917,0.000987329274312998
580,2,"((0, 7), (33, 45), (53, 57), (63, 63))","[0, 11, 44, 56, 64]","[[3008    2    0    5]
 [   3 3031    0    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",16949477.883895423,0.0004936646371564917,0.000987329274312998
692,2,"((0, 7), (36, 43), (54, 58), (63, 63))","[0, 13, 45, 57, 64]","[[3010    0    0    5]
 [   0 3034    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",16282244.373191137,0.0004936646371564917,0.000987329274312998
756,2,"((0, 7), (40, 45), (54, 58), (63, 63))","[0, 16, 46, 57, 64]","[[3010    0    0    5]
 [   0 3034    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",15613382.087658282,0.0004936646371564917,0.000987329274312998
738,2,"((0, 7), (39, 43), (54, 58), (63, 63))","[0, 16, 45, 57, 64]","[[3010    0    0    5]
 [   0 3034    0    0]
 [   0    1 3033    0]
 [   0    0    6 3065]]",13753739.835582733,0.0004936646371564917,0.000987329274312998
636,2,"((0, 7), (35, 41), (53, 57), (63, 63))","[0, 13, 43, 56, 64]","[[3010    0    0    5]
 [   3 3030    0    1]
 [   0    1 3033    0]
 [   0    0    1 3070]]",13705195.854956757,0.0004936646371564917,0.0009050518347869518
659,2,"((0, 7), (36, 40), (53, 57), (63, 63))","[0, 13, 44, 56, 64]","[[3010    0    0    5]
 [   1 3029    4    0]
 [   0    1 3033    0]
 [   0    0    1 3070]]",12746962.613623496,0.0004936646371564917,0.000987329274312998
94,1,"((0, 20), (39, 63))","[0, 20, 64]","[[3029    1]
 [   2 3032]]",40538267.51935375,0.0004947229551451188,0.0004947229551450771
66,1,"((0, 14), (47, 63))","[0, 24, 64]","[[3026    2]
 [   1 3033]]",12435167.430580989,0.0004948861761794787,0.0004948861761794321
75,1,"((0, 14), (60, 63))","[0, 33, 64]","[[3026    2]
 [   1 3033]]",11456190.039031079,0.0004948861761794787,0.0004948861761794321
73,1,"((0, 14), (58, 63))","[0, 31, 64]","[[3026    2]
 [   1 3033]]",8832968.244419854,0.0004948861761794787,0.0004948861761794321
32,1,"((0, 10), (31, 63))","[0, 10, 64]","[[3027    0]
 [   3 3031]]",46922032.478972666,0.000494967827091239,0.0004949678270912417
17,1,"((0, 8), (39, 63))","[0, 15, 64]","[[3014    3]
 [   0 3034]]",33504284.77330304,0.0004957858205255329,0.0004957858205255627
18,1,"((0, 8), (43, 63))","[0, 19, 64]","[[3014    3]
 [   0 3034]]",32847675.521446735,0.0004957858205255329,0.0004957858205255627
20,1,"((0, 8), (49, 63))","[0, 24, 64]","[[3014    3]
 [   0 3034]]",27212454.004124805,0.0004957858205255329,0.0004957858205255627
22,1,"((0, 8), (53, 63))","[0, 26, 64]","[[3014    3]
 [   0 3034]]",24704708.760647424,0.0004957858205255329,0.0004957858205255627
23,1,"((0, 8), (55, 63))","[0, 28, 64]","[[3014    3]
 [   0 3034]]",23641848.65052865,0.0004957858205255329,0.0004957858205255627
25,1,"((0, 8), (57, 63))","[0, 29, 64]","[[3014    3]
 [   0 3034]]",20899472.61701743,0.0004957858205255329,0.0004957858205255627
27,1,"((0, 8), (59, 63))","[0, 30, 64]","[[3014    3]
 [   0 3034]]",19509814.384156983,0.0004957858205255329,0.0004957858205255627
21,1,"((0, 8), (51, 63))","[0, 25, 64]","[[3014    3]
 [   0 3034]]",8832449.132675013,0.0004957858205255329,0.0004957858205255627
24,1,"((0, 8), (56, 63))","[0, 28, 64]","[[3014    3]
 [   0 3034]]",8359029.841421968,0.0004957858205255329,0.0004957858205255627
3433,2,"((0, 24), (42, 45), (55, 58), (63, 63))","[0, 24, 46, 57, 64]","[[3030    1    0    0]
 [   3 3067    0    1]
 [   0    1 3070    0]
 [   0    0    6 3065]]",41416581.06347623,0.0005308722639660242,0.0009800718719372714
2221,2,"((0, 12), (35, 38), (52, 55), (62, 63))","[0, 12, 42, 55, 64]","[[3023    5    0    0]
 [   7 3062    1    0]
 [   0    0 3071    0]
 [   0    0    0 3071]]",32245246.806107916,0.0005310457516339869,0.00106209150326797
