,bpc,allocation,read_bounds,confmat,bw,ber,cer
3296,2,"((0, 20), (43, 47), (55, 58), (62, 63))","[0, 23, 47, 56, 64]","[[3030    0    0    0]
 [   0 3033    1    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",30748729.5512394,0.0004915615271178109,0.0009831230542356462
3294,2,"((0, 20), (42, 46), (55, 58), (62, 63))","[0, 22, 47, 56, 64]","[[3030    0    0    0]
 [   1 3033    0    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",30327151.369236074,0.0004915615271178109,0.0009831230542356462
3276,2,"((0, 20), (39, 43), (55, 58), (62, 63))","[0, 20, 45, 56, 64]","[[3029    1    0    0]
 [   2 3032    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",30055335.10043126,0.0004915615271178109,0.0009831230542356462
3365,2,"((0, 20), (41, 47), (55, 58), (63, 63))","[0, 21, 47, 57, 64]","[[3030    0    0    0]
 [   2 3031    1    0]
 [   0    3 3068    0]
 [   0    0    6 3065]]",22834267.510507684,0.0004915615271178109,0.0009831230542356462
3368,2,"((0, 20), (42, 45), (54, 58), (63, 63))","[0, 22, 46, 57, 64]","[[3030    0    0    0]
 [   3 3067    0    1]
 [   0    1 3033    0]
 [   0    0    6 3065]]",20222690.580047745,0.0004915615271178109,0.0009011961330492868
2329,2,"((0, 12), (40, 47), (55, 58), (62, 63))","[0, 17, 47, 56, 64]","[[3028    0    0    0]
 [   1 3033    0    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",38847848.555197805,0.0004916420845624386,0.000983284169124854
2303,2,"((0, 12), (38, 46), (55, 58), (62, 63))","[0, 15, 46, 56, 64]","[[3028    0    0    0]
 [   2 3031    1    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",38634599.6725546,0.0004916420845624386,0.000983284169124854
2333,2,"((0, 12), (41, 47), (55, 58), (62, 63))","[0, 18, 47, 56, 64]","[[3028    0    0    0]
 [   0 3033    1    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",37494409.47735648,0.0004916420845624386,0.000983284169124854
2198,2,"((0, 12), (33, 45), (52, 55), (62, 63))","[0, 12, 44, 55, 64]","[[3023    5    0    0]
 [   5 3029    0    0]
 [   0    2 3069    0]
 [   0    0    0 3071]]",37307352.82500998,0.0004916420845624386,0.000983284169124854
2155,2,"((0, 12), (36, 42), (52, 55), (61, 63))","[0, 12, 43, 54, 64]","[[3023    5    0    0]
 [   4 3030    0    0]
 [   0    1 3069    1]
 [   0    0    1 3070]]",36629449.192050055,0.0004916420845624386,0.000983284169124854
2291,2,"((0, 12), (37, 43), (55, 58), (62, 63))","[0, 15, 45, 56, 64]","[[3028    0    0    0]
 [   3 3031    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",36198020.148026794,0.0004916420845624386,0.000983284169124854
2332,2,"((0, 12), (41, 46), (55, 58), (62, 63))","[0, 18, 46, 56, 64]","[[3028    0    0    0]
 [   2 3031    1    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",35678627.880617775,0.0004916420845624386,0.000983284169124854
2148,2,"((0, 12), (35, 42), (51, 54), (61, 63))","[0, 13, 42, 54, 64]","[[3028    0    0    0]
 [   4 3028    2    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",35579683.31692009,0.0004916420845624386,0.000983284169124854
2339,2,"((0, 12), (43, 47), (55, 58), (62, 63))","[0, 20, 47, 56, 64]","[[3028    0    0    0]
 [   0 3033    1    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",35146637.436856985,0.0004916420845624386,0.000983284169124854
2314,2,"((0, 12), (39, 45), (53, 56), (62, 63))","[0, 13, 45, 56, 64]","[[3028    0    0    0]
 [   5 3027    1    1]
 [   0    3 3068    0]
 [   0    0    1 3070]]",34759618.70877136,0.0004916420845624386,0.0009013438216978198
2337,2,"((0, 12), (42, 46), (55, 58), (62, 63))","[0, 19, 47, 56, 64]","[[3028    0    0    0]
 [   1 3033    0    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",34725059.254853666,0.0004916420845624386,0.000983284169124854
2278,2,"((0, 12), (37, 42), (51, 54), (62, 63))","[0, 15, 42, 55, 64]","[[3028    0    0    0]
 [   4 3027    3    0]
 [   0    5 3066    0]
 [   0    0    0 3071]]",34533247.256060205,0.0004916420845624386,0.000983284169124854
2206,2,"((0, 12), (34, 39), (52, 55), (62, 63))","[0, 12, 42, 55, 64]","[[3023    5    0    0]
 [   6 3027    1    0]
 [   0    0 3071    0]
 [   0    0    0 3071]]",33922204.17968628,0.0004916420845624386,0.000983284169124854
2249,2,"((0, 12), (36, 40), (51, 54), (62, 63))","[0, 14, 42, 55, 64]","[[3028    0    0    0]
 [   2 3027    5    0]
 [   0    5 3066    0]
 [   0    0    0 3071]]",32931217.268318824,0.0004916420845624386,0.000983284169124854
2541,2,"((0, 12), (38, 48), (55, 58), (63, 63))","[0, 16, 47, 57, 64]","[[3028    0    0    0]
 [   1 3031    2    0]
 [   0    3 3068    0]
 [   0    0    6 3065]]",30405772.3616088,0.0004916420845624386,0.000983284169124854
2759,2,"((0, 14), (40, 46), (55, 58), (62, 63))","[0, 18, 46, 56, 64]","[[3026    0    0    2]
 [   1 3033    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",29488322.977056265,0.0004916420845624386,0.000983284169124854
2627,2,"((0, 14), (37, 43), (52, 55), (61, 63))","[0, 15, 43, 54, 64]","[[3026    0    0    2]
 [   3 3027    4    0]
 [   0    1 3069    1]
 [   0    0    1 3070]]",29340639.508595344,0.0004916420845624386,0.000983284169124854
2612,2,"((0, 14), (35, 41), (51, 54), (61, 63))","[0, 14, 41, 54, 64]","[[3025    1    0    2]
 [   3 3029    1    1]
 [   0    2 3069    0]
 [   0    0    1 3070]]",27471965.3598032,0.0004916420845624386,0.0009013438216978198
2662,2,"((0, 14), (35, 39), (52, 55), (62, 63))","[0, 14, 43, 55, 64]","[[3025    1    0    2]
 [   4 3026    4    0]
 [   0    1 3070    0]
 [   0    0    0 3071]]",25100479.4324119,0.0004916420845624386,0.000983284169124854
2581,2,"((0, 12), (42, 45), (54, 58), (63, 63))","[0, 19, 46, 57, 64]","[[3028    0    0    0]
 [   3 3067    0    1]
 [   0    1 3033    0]
 [   0    0    6 3065]]",24620598.465665333,0.0004916420845624386,0.0009013438216978198
2552,2,"((0, 12), (39, 45), (53, 56), (63, 63))","[0, 13, 45, 56, 64]","[[3028    0    0    0]
 [   5 3027    1    1]
 [   0    3 3068    0]
 [   0    0    1 3070]]",24497384.627540156,0.0004916420845624386,0.0009013438216978198
2449,2,"((0, 12), (35, 42), (51, 54), (63, 63))","[0, 13, 42, 55, 64]","[[3028    0    0    0]
 [   4 3028    2    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",23783189.3675323,0.0004916420845624386,0.000983284169124854
2436,2,"((0, 12), (35, 39), (55, 58), (63, 63))","[0, 13, 45, 57, 64]","[[3028    0    0    0]
 [   4 3029    1    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",23229885.858768728,0.0004916420845624386,0.000983284169124854
2954,2,"((0, 14), (40, 47), (55, 58), (63, 63))","[0, 18, 47, 57, 64]","[[3026    0    0    2]
 [   1 3033    0    0]
 [   0    3 3068    0]
 [   0    0    6 3065]]",20633869.45596114,0.0004916420845624386,0.000983284169124854
2925,2,"((0, 14), (38, 46), (55, 58), (63, 63))","[0, 15, 46, 57, 64]","[[3026    0    0    2]
 [   2 3031    1    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",20420620.573317934,0.0004916420845624386,0.000983284169124854
2910,2,"((0, 14), (37, 43), (55, 58), (63, 63))","[0, 15, 45, 57, 64]","[[3026    0    0    2]
 [   3 3031    0    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",17984041.04879013,0.0004916420845624386,0.000983284169124854
2958,2,"((0, 14), (41, 46), (55, 58), (63, 63))","[0, 18, 46, 57, 64]","[[3026    0    0    2]
 [   2 3031    1    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",17464648.781381108,0.0004916420845624386,0.000983284169124854
2970,2,"((0, 14), (43, 47), (55, 58), (63, 63))","[0, 21, 47, 57, 64]","[[3026    0    0    2]
 [   0 3033    1    0]
 [   0    3 3068    0]
 [   0    0    6 3065]]",16932658.33762032,0.0004916420845624386,0.000983284169124854
2872,2,"((0, 14), (36, 42), (52, 55), (63, 63))","[0, 13, 43, 56, 64]","[[3024    2    0    2]
 [   6 3028    0    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",16881210.224656817,0.0004916420845624386,0.000983284169124854
2966,2,"((0, 14), (42, 46), (55, 58), (63, 63))","[0, 20, 47, 57, 64]","[[3026    0    0    2]
 [   1 3033    0    0]
 [   0    3 3068    0]
 [   0    0    6 3065]]",16511080.155616995,0.0004916420845624386,0.000983284169124854
2838,2,"((0, 14), (35, 42), (52, 55), (63, 63))","[0, 14, 43, 56, 64]","[[3025    1    0    2]
 [   5 3027    2    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",16005064.635946069,0.0004916420845624386,0.000983284169124854
2824,2,"((0, 14), (35, 41), (51, 54), (63, 63))","[0, 14, 41, 55, 64]","[[3025    1    0    2]
 [   3 3029    1    1]
 [   0    2 3069    0]
 [   0    0    1 3070]]",15675471.410415415,0.0004916420845624386,0.0009013438216978198
2850,2,"((0, 14), (36, 40), (52, 55), (63, 63))","[0, 14, 43, 56, 64]","[[3025    1    0    2]
 [   2 3027    5    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",14890858.455501385,0.0004916420845624386,0.000983284169124854
1522,2,"((0, 10), (32, 44), (52, 55), (61, 63))","[0, 10, 44, 54, 64]","[[3027    0    0    0]
 [   6 3026    2    0]
 [   0    2 3068    1]
 [   0    0    1 3070]]",35090310.5245912,0.0004916823731869213,0.0009833647463738382
1773,2,"((0, 10), (40, 47), (55, 58), (62, 63))","[0, 16, 47, 56, 64]","[[3027    0    0    0]
 [   1 3033    0    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",33710253.67936739,0.0004916823731869213,0.0009833647463738382
1747,2,"((0, 10), (38, 46), (55, 58), (62, 63))","[0, 14, 46, 56, 64]","[[3027    0    0    0]
 [   2 3031    1    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",33497004.79672419,0.0004916823731869213,0.0009833647463738382
1647,2,"((0, 10), (33, 45), (55, 58), (62, 63))","[0, 11, 45, 56, 64]","[[3027    0    0    0]
 [   3 3031    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",32609653.438762136,0.0004916823731869213,0.0009833647463738382
1777,2,"((0, 10), (41, 47), (55, 58), (62, 63))","[0, 17, 47, 56, 64]","[[3027    0    0    0]
 [   0 3033    1    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",32356814.601526067,0.0004916823731869213,0.0009833647463738382
1550,2,"((0, 10), (37, 42), (51, 54), (61, 63))","[0, 14, 42, 54, 64]","[[3027    0    0    0]
 [   3 3028    3    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",30929912.24838637,0.0004916823731869213,0.0009833647463738382
1776,2,"((0, 10), (41, 46), (55, 58), (62, 63))","[0, 17, 46, 56, 64]","[[3027    0    0    0]
 [   2 3031    1    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",30541033.004787363,0.0004916823731869213,0.0009833647463738382
1728,2,"((0, 10), (37, 42), (55, 58), (62, 63))","[0, 14, 45, 56, 64]","[[3027    0    0    0]
 [   3 3031    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",30009168.15623159,0.0004916823731869213,0.0009833647463738382
1783,2,"((0, 10), (43, 47), (55, 58), (62, 63))","[0, 19, 47, 56, 64]","[[3027    0    0    0]
 [   0 3033    1    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",30009042.561026577,0.0004916823731869213,0.0009833647463738382
1758,2,"((0, 10), (39, 45), (53, 56), (62, 63))","[0, 12, 45, 56, 64]","[[3027    0    0    0]
 [   5 3027    1    1]
 [   0    3 3068    0]
 [   0    0    1 3070]]",29622023.83294095,0.0004916823731869213,0.0009014176841760646
1781,2,"((0, 10), (42, 46), (55, 58), (62, 63))","[0, 18, 47, 56, 64]","[[3027    0    0    0]
 [   1 3033    0    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",29587464.379023254,0.0004916823731869213,0.0009833647463738382
1691,2,"((0, 10), (35, 42), (55, 58), (62, 63))","[0, 12, 44, 56, 64]","[[3027    0    0    0]
 [   3 3030    1    0]
 [   0    0 3064    7]
 [   0    0    1 3070]]",29521344.348934896,0.0004916823731869213,0.0009833647463738382
1506,2,"((0, 10), (31, 36), (52, 55), (61, 63))","[0, 10, 41, 54, 64]","[[3027    0    0    0]
 [   8 3025    0    1]
 [   0    0 3070    1]
 [   0    0    1 3070]]",29407024.749428537,0.0004916823731869213,0.0009014176841760646
1542,2,"((0, 10), (36, 40), (51, 54), (61, 63))","[0, 13, 42, 54, 64]","[[3027    0    0    0]
 [   1 3028    5    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",29327882.260644987,0.0004916823731869213,0.0009833647463738382
1505,2,"((0, 10), (31, 36), (51, 54), (61, 63))","[0, 10, 40, 54, 64]","[[3027    0    0    0]
 [   8 3025    0    1]
 [   0    1 3070    0]
 [   0    0    1 3070]]",29233404.463009305,0.0004916823731869213,0.0009014176841760646
1655,2,"((0, 10), (34, 39), (55, 58), (62, 63))","[0, 11, 43, 56, 64]","[[3027    0    0    0]
 [   4 3030    0    0]
 [   0    0 3064    7]
 [   0    0    1 3070]]",29224504.793438435,0.0004916823731869213,0.0009833647463738382
2058,2,"((0, 10), (38, 48), (55, 58), (63, 63))","[0, 15, 47, 57, 64]","[[3027    0    0    0]
 [   1 3031    2    0]
 [   0    3 3068    0]
 [   0    0    6 3065]]",25268177.485778388,0.0004916823731869213,0.0009833647463738382
2098,2,"((0, 10), (42, 45), (54, 58), (63, 63))","[0, 18, 46, 57, 64]","[[3027    0    0    0]
 [   3 3067    0    1]
 [   0    1 3033    0]
 [   0    0    6 3065]]",19483003.58983492,0.0004916823731869213,0.0009014176841760646
1931,2,"((0, 10), (34, 40), (55, 58), (63, 63))","[0, 11, 44, 57, 64]","[[3027    0    0    0]
 [   6 3028    0    0]
 [   0    0 3071    0]
 [   0    0    6 3065]]",19406554.815698855,0.0004916823731869213,0.0009833647463738382
2069,2,"((0, 10), (39, 45), (53, 56), (63, 63))","[0, 12, 45, 56, 64]","[[3027    0    0    0]
 [   5 3027    1    1]
 [   0    3 3068    0]
 [   0    0    1 3070]]",19359789.751709744,0.0004916823731869213,0.0009014176841760646
1825,2,"((0, 10), (31, 38), (55, 58), (63, 63))","[0, 9, 43, 57, 64]","[[3024    3    0    0]
 [   3 3031    0    0]
 [   0    0 3071    0]
 [   0    0    6 3065]]",19279897.461052984,0.0004916823731869213,0.0009833647463738382
2022,2,"((0, 10), (37, 42), (51, 54), (63, 63))","[0, 14, 42, 55, 64]","[[3027    0    0    0]
 [   3 3028    3    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",19133418.298998587,0.0004916823731869213,0.0009833647463738382
1987,2,"((0, 10), (36, 40), (55, 58), (63, 63))","[0, 13, 45, 57, 64]","[[3027    0    0    0]
 [   1 3029    4    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",18144904.087259002,0.0004916823731869213,0.0009833647463738382
1992,2,"((0, 10), (36, 41), (52, 55), (63, 63))","[0, 11, 43, 56, 64]","[[3027    0    0    0]
 [   8 3025    0    1]
 [   0    1 3070    0]
 [   0    0    1 3070]]",17995648.54982966,0.0004916823731869213,0.0009014176841760646
1978,2,"((0, 10), (36, 40), (51, 54), (63, 63))","[0, 13, 42, 55, 64]","[[3027    0    0    0]
 [   1 3028    5    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",17531388.311257202,0.0004916823731869213,0.0009833647463738382
1801,2,"((0, 10), (31, 36), (51, 54), (63, 63))","[0, 10, 40, 55, 64]","[[3027    0    0    0]
 [   8 3025    0    1]
 [   0    1 3070    0]
 [   0    0    1 3070]]",17436910.513621524,0.0004916823731869213,0.0009014176841760646
3084,2,"((0, 16), (41, 46), (55, 58), (62, 63))","[0, 19, 46, 56, 64]","[[3026    0    0    0]
 [   2 3031    1    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",33391871.29710596,0.000491722668415014,0.0009834453368300355
3091,2,"((0, 16), (43, 47), (55, 58), (62, 63))","[0, 22, 47, 56, 64]","[[3026    0    0    0]
 [   0 3033    1    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",32859880.853345174,0.000491722668415014,0.0009834453368300355
3089,2,"((0, 16), (42, 46), (55, 58), (62, 63))","[0, 21, 47, 56, 64]","[[3026    0    0    0]
 [   1 3033    0    0]
 [   0    3 3061    7]
 [   0    0    1 3070]]",32438302.67134185,0.000491722668415014,0.0009834453368300355
3211,2,"((0, 16), (40, 47), (55, 58), (63, 63))","[0, 19, 47, 57, 64]","[[3026    0    0    0]
 [   3 3031    0    0]
 [   0    3 3068    0]
 [   0    0    6 3065]]",26298857.890454788,0.000491722668415014,0.0009834453368300355
3217,2,"((0, 16), (41, 47), (55, 58), (63, 63))","[0, 20, 47, 57, 64]","[[3026    0    0    0]
 [   2 3031    1    0]
 [   0    3 3068    0]
 [   0    0    6 3065]]",24945418.812613457,0.000491722668415014,0.0009834453368300355
3220,2,"((0, 16), (42, 45), (54, 58), (63, 63))","[0, 20, 46, 57, 64]","[[3026    0    0    0]
 [   3 3067    0    1]
 [   0    1 3033    0]
 [   0    0    6 3065]]",22333841.88215352,0.000491722668415014,0.0009014915587608474
1841,2,"((0, 10), (31, 43), (52, 55), (63, 63))","[0, 9, 43, 56, 64]","[[3024    3    0    0]
 [   3 3026    4    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",20903735.243507095,0.000491722668415014,0.0009834453368300355
966,2,"((0, 8), (32, 44), (53, 56), (62, 63))","[0, 10, 44, 56, 64]","[[3014    0    0    3]
 [   6 3026    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",27132293.726012006,0.0004920856228983843,0.00098417124579675
1059,2,"((0, 8), (36, 43), (55, 58), (62, 63))","[0, 13, 45, 56, 64]","[[3014    0    0    3]
 [   0 3034    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",25549856.89198896,0.0004920856228983843,0.00098417124579675
871,2,"((0, 8), (36, 42), (51, 54), (61, 63))","[0, 11, 42, 54, 64]","[[3014    0    0    3]
 [   2 3031    1    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",25023938.273962535,0.0004920856228983843,0.00098417124579675
1108,2,"((0, 8), (40, 45), (55, 58), (62, 63))","[0, 15, 46, 56, 64]","[[3014    0    0    3]
 [   0 3034    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",24880994.606456105,0.0004920856228983843,0.00098417124579675
1074,2,"((0, 8), (37, 43), (55, 58), (62, 63))","[0, 13, 45, 56, 64]","[[3014    0    0    3]
 [   0 3034    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",24766129.516358502,0.0004920856228983843,0.00098417124579675
1118,2,"((0, 8), (42, 45), (53, 57), (62, 63))","[0, 17, 45, 56, 64]","[[3014    0    0    3]
 [   3 3067    0    1]
 [   0    3 3031    0]
 [   0    0    1 3070]]",23352674.63499724,0.0004920856228983843,0.000902156975313706
888,2,"((0, 8), (30, 40), (53, 56), (62, 63))","[0, 9, 42, 56, 64]","[[3014    0    0    3]
 [   6 3027    0    1]
 [   0    0 3071    0]
 [   0    0    1 3070]]",23044386.59645499,0.0004920856228983843,0.000902156975313706
1093,2,"((0, 8), (39, 43), (55, 58), (62, 63))","[0, 15, 45, 56, 64]","[[3014    0    0    3]
 [   0 3034    0    0]
 [   0    1 3063    7]
 [   0    0    1 3070]]",23021352.354380555,0.0004920856228983843,0.00098417124579675
942,2,"((0, 8), (32, 37), (53, 56), (62, 63))","[0, 8, 41, 56, 64]","[[3011    3    0    3]
 [   5 3029    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",21764398.545992937,0.0004920856228983843,0.00098417124579675
938,2,"((0, 8), (32, 37), (51, 54), (62, 63))","[0, 8, 40, 55, 64]","[[3011    3    0    3]
 [   5 3029    0    0]
 [   0    1 3070    0]
 [   0    0    0 3071]]",21720239.434158444,0.0004920856228983843,0.00098417124579675
902,2,"((0, 8), (31, 36), (53, 56), (62, 63))","[0, 9, 41, 56, 64]","[[3014    0    0    3]
 [   6 3027    0    1]
 [   0    0 3071    0]
 [   0    0    1 3070]]",21449007.95084934,0.0004920856228983843,0.000902156975313706
898,2,"((0, 8), (31, 36), (51, 54), (62, 63))","[0, 9, 40, 55, 64]","[[3014    0    0    3]
 [   6 3027    0    1]
 [   0    1 3070    0]
 [   0    0    0 3071]]",21404848.83901485,0.0004920856228983843,0.000902156975313706
1239,2,"((0, 8), (32, 44), (53, 56), (63, 63))","[0, 10, 44, 56, 64]","[[3014    0    0    3]
 [   6 3026    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",16870059.6447808,0.0004920856228983843,0.00098417124579675
1180,2,"((0, 8), (31, 41), (55, 58), (63, 63))","[0, 10, 43, 57, 64]","[[3014    0    0    3]
 [   3 3031    0    0]
 [   0    0 3071    0]
 [   0    0    6 3065]]",15985840.992822595,0.0004920856228983843,0.00098417124579675
1461,2,"((0, 8), (42, 47), (55, 58), (63, 63))","[0, 17, 47, 57, 64]","[[3014    0    0    3]
 [   0 3034    0    0]
 [   0    3 3068    0]
 [   0    0    6 3065]]",15799081.347983502,0.0004920856228983843,0.00098417124579675
1229,2,"((0, 8), (32, 42), (52, 55), (63, 63))","[0, 10, 43, 56, 64]","[[3014    0    0    3]
 [   5 3027    2    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",15779126.63615138,0.0004920856228983843,0.00098417124579675
1451,2,"((0, 8), (41, 46), (55, 58), (63, 63))","[0, 16, 46, 57, 64]","[[3014    0    0    3]
 [   1 3032    1    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",13984503.167718273,0.0004920856228983843,0.00098417124579675
1389,2,"((0, 8), (37, 42), (55, 58), (63, 63))","[0, 13, 45, 57, 64]","[[3014    0    0    3]
 [   2 3032    0    0]
 [   0    1 3070    0]
 [   0    0    6 3065]]",13452638.319162503,0.0004920856228983843,0.00098417124579675
1358,2,"((0, 8), (36, 42), (51, 54), (63, 63))","[0, 11, 42, 55, 64]","[[3014    0    0    3]
 [   2 3031    1    0]
 [   0    5 3066    0]
 [   0    0    1 3070]]",13227444.324574754,0.0004920856228983843,0.00098417124579675
1455,2,"((0, 8), (42, 45), (53, 57), (63, 63))","[0, 17, 45, 56, 64]","[[3014    0    0    3]
 [   3 3067    0    1]
 [   0    3 3031    0]
 [   0    0    1 3070]]",13090440.55376603,0.0004920856228983843,0.000902156975313706
1168,2,"((0, 8), (31, 38), (55, 58), (63, 63))","[0, 9, 43, 57, 64]","[[3014    0    0    3]
 [   3 3031    0    0]
 [   0    0 3071    0]
 [   0    0    6 3065]]",12985601.705215102,0.0004920856228983843,0.00098417124579675
1128,2,"((0, 8), (30, 40), (52, 55), (63, 63))","[0, 9, 42, 56, 64]","[[3014    0    0    3]
 [   6 3027    0    1]
 [   0    0 3071    0]
 [   0    0    1 3070]]",12911613.689808521,0.0004920856228983843,0.000902156975313706
1131,2,"((0, 8), (30, 40), (53, 56), (63, 63))","[0, 9, 42, 56, 64]","[[3014    0    0    3]
 [   6 3027    0    1]
 [   0    0 3071    0]
 [   0    0    1 3070]]",12782152.515223783,0.0004920856228983843,0.000902156975313706
1203,2,"((0, 8), (32, 37), (52, 55), (63, 63))","[0, 8, 41, 56, 64]","[[3011    3    0    3]
 [   5 3029    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",11631625.63934647,0.0004920856228983843,0.00098417124579675
1206,2,"((0, 8), (32, 37), (53, 56), (63, 63))","[0, 8, 41, 56, 64]","[[3011    3    0    3]
 [   5 3029    0    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",11502164.46476173,0.0004920856228983843,0.00098417124579675
1305,2,"((0, 8), (35, 39), (52, 55), (63, 63))","[0, 12, 43, 56, 64]","[[3014    0    0    3]
 [   3 3027    4    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",11358099.737517864,0.0004920856228983843,0.00098417124579675
1147,2,"((0, 8), (31, 36), (52, 55), (63, 63))","[0, 9, 41, 56, 64]","[[3014    0    0    3]
 [   6 3027    0    1]
 [   0    0 3071    0]
 [   0    0    1 3070]]",11316235.044202872,0.0004920856228983843,0.000902156975313706
1150,2,"((0, 8), (31, 36), (53, 56), (63, 63))","[0, 9, 41, 56, 64]","[[3014    0    0    3]
 [   6 3027    0    1]
 [   0    0 3071    0]
 [   0    0    1 3070]]",11186773.869618133,0.0004920856228983843,0.000902156975313706
1184,2,"((0, 8), (31, 43), (52, 55), (63, 63))","[0, 9, 43, 56, 64]","[[3014    0    0    3]
 [   3 3026    4    0]
 [   0    1 3070    0]
 [   0    0    1 3070]]",14609439.487669215,0.0004921259842519685,0.0009842519685039353
316,2,"((0, 7), (33, 45), (52, 55), (62, 63))","[0, 11, 44, 55, 64]","[[3008    2    0    5]
 [   3 3031    0    0]
 [   0    2 3069    0]
 [   0    0    0 3071]]",25181705.32341919,0.0004921663522270527,0.0009843327044540828
221,2,"((0, 7), (36, 42), (52, 55), (61, 63))","[0, 11, 43, 54, 64]","[[3008    2    0    5]
 [   2 3032    0    0]
 [   0    1 3069    1]
 [   0    0    1 3070]]",24503801.690459274,0.0004921663522270527,0.0009843327044540828
225,2,"((0, 7), (37, 42), (52, 55), (61, 63))","[0, 14, 43, 54, 64]","[[3010    0    0    5]
 [   3 3030    1    0]
 [   0    1 3069    1]
 [   0    0    1 3070]]",24115479.909045223,0.0004921663522270527,0.0009843327044540828
213,2,"((0, 7), (35, 41), (52, 55), (61, 63))","[0, 13, 42, 54, 64]","[[3010    0    0    5]
 [   3 3030    0    1]
 [   0    0 3070    1]
 [   0    0    1 3070]]",23471683.162637103,0.0004921663522270527,0.0009023049790829463
256,2,"((0, 7), (31, 38), (52, 55), (62, 63))","[0, 9, 41, 55, 64]","[[3006    4    0    5]
 [   3 3031    0    0]
 [   0    0 3071    0]
 [   0    0    0 3071]]",22114183.42694125,0.0004921663522270527,0.0009843327044540828
360,2,"((0, 7), (35, 42), (52, 55), (62, 63))","[0, 12, 43, 55, 64]","[[3009    1    0    5]
 [   3 3029    2    0]
 [   0    1 3070    0]
 [   0    0    0 3071]]",22093396.23359195,0.0004921663522270527,0.0009843327044540828
363,2,"((0, 7), (35, 42), (53, 56), (62, 63))","[0, 12, 43, 56, 64]","[[3009    1    0    5]
 [   3 3029    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",21963935.059007213,0.0004921663522270527,0.0009843327044540828
324,2,"((0, 7), (34, 39), (52, 55), (62, 63))","[0, 11, 42, 55, 64]","[[3008    2    0    5]
 [   4 3029    1    0]
 [   0    0 3071    0]
 [   0    0    0 3071]]",21796556.678095493,0.0004921663522270527,0.0009843327044540828
368,2,"((0, 7), (36, 40), (52, 55), (62, 63))","[0, 13, 43, 55, 64]","[[3010    0    0    5]
 [   1 3028    5    0]
 [   0    1 3070    0]
 [   0    0    0 3071]]",20979190.053147268,0.0004921663522270527,0.0009843327044540828
349,2,"((0, 7), (35, 39), (53, 56), (62, 63))","[0, 12, 44, 56, 64]","[[3009    1    0    5]
 [   3 3029    2    0]
 [   0    0 3071    0]
 [   0    0    1 3070]]",20797115.774241842,0.0004921663522270527,0.0009843327044540828
